iter	Logloss
226	0.3244410663
227	0.3243358358
228	0.3242268509
229	0.324129532
230	0.3239770553
231	0.3238453753
232	0.3237219004
233	0.3235880061
234	0.3234675284
235	0.3233493579
236	0.3232388056
237	0.3231351628
238	0.3230165234
239	0.3229281422
240	0.3227948081
241	0.3226905324
242	0.3225777249
243	0.3224897658
244	0.3223639397
245	0.3222800741
246	0.3221549665
247	0.3220685229
248	0.3219463416
249	0.3218282844
250	0.3217300067
251	0.3216312248
252	0.3215514131
253	0.3214336391
254	0.3213350758
255	0.3212513112
256	0.321131863
257	0.3210393672
258	0.320925802
259	0.3208131227
260	0.3207396393
261	0.3206109655
262	0.3204964016
263	0.3204098544
264	0.3203066217
265	0.3201694765
266	0.3200687304
267	0.3199839422
268	0.3198917888
269	0.3198053347
270	0.3197005224
271	0.3196303253
272	0.3194967686
273	0.3193956737
274	0.3192864721
275	0.3192044572
276	0.319121463
277	0.3190155421
278	0.3188944617
279	0.3187675367
280	0.3186705888
281	0.3186018641
282	0.3184959739
283	0.3184209655
284	0.3183256888
285	0.3182421745
286	0.3181659417
287	0.3180568818
288	0.3179263833
289	0.3178313712
290	0.3177290639
291	0.3176522372
292	0.3175332202
293	0.3174152479
294	0.317310677
295	0.3172256998
296	0.3171347987
297	0.3170505022
298	0.3169427794
299	0.3168622996
300	0.3167637093
301	0.3167025415
302	0.3165980844
303	0.3165037164
304	0.3164212057
305	0.3163210269
306	0.3162014869
307	0.3161252451
308	0.3160364355
309	0.3159744384
310	0.3158827477
311	0.3157771817
312	0.3156984182
313	0.3155889351
314	0.3154947061
315	0.3153976743
316	0.3153234422
317	0.3152427631
318	0.3151480089
319	0.3150540629
320	0.3149518357
321	0.3148352743
322	0.3147663205
323	0.3146545808
324	0.3146002321
325	0.3145212819
326	0.3144523039
327	0.3143528037
328	0.3142717772
329	0.3141957784
330	0.3140897821
331	0.3140379006
332	0.3139720743
333	0.3139116229
334	0.313848575
335	0.313727008
336	0.3136718483
337	0.31359793
338	0.3134862609
339	0.3133984713
340	0.3133115246
341	0.3132433711
342	0.3131508913
343	0.313018916
344	0.3128906987
345	0.3128107585
346	0.3127187279
347	0.3126147016
348	0.3125227816
349	0.3124507778
350	0.312376082
351	0.3122998163
352	0.3122201043
353	0.312166066
354	0.3120495225
355	0.3119063713
356	0.3118376166
357	0.3117309653
358	0.3116433577
359	0.3115402546
360	0.3114432931
361	0.3113174178
362	0.3112299955
363	0.311126908
364	0.3110627893
365	0.3109703796
366	0.310891106
367	0.3108021471
368	0.3107451533
369	0.3106610488
370	0.3106088165
371	0.3105113961
372	0.3104546991
373	0.3103874316
374	0.3102913283
375	0.3102067176
376	0.3101054028
377	0.3100294322
378	0.3099388539
379	0.3098785256
380	0.3098095854
381	0.3097128695
382	0.3096450901
383	0.3095639883
384	0.3094787838
385	0.3094067676
386	0.3093509687
387	0.3093023493
388	0.3092171953
389	0.3091176501
390	0.3090106968
391	0.3089526639
392	0.3088897517
393	0.3088028979
394	0.3087259961
395	0.3086658578
396	0.3086115757
397	0.3085565499
398	0.3084886961
399	0.308414238
400	0.3083469802
401	0.3082899937
402	0.3082256941
403	0.308167731
404	0.3080856932
405	0.3080070967
406	0.3079381472
407	0.3078652974
408	0.3078020227
409	0.3077366589
410	0.3076571175
411	0.30749533
412	0.3074295567
413	0.3073388401
414	0.3072326896
415	0.3071310199
416	0.307074665
417	0.3070073119
418	0.3069630998
419	0.3068428801
420	0.3067715056
421	0.3066326651
422	0.3065722357
423	0.3064829019
424	0.3063805841
425	0.3063386328
426	0.3062493569
427	0.3061950719
428	0.3061138161
429	0.3060028043
430	0.3059238536
431	0.3058304475
432	0.3057613856
433	0.3056648952
434	0.3055941331
435	0.3055352457
436	0.305511669
437	0.3054487429
438	0.3053805088
439	0.3053266019
440	0.3052550662
441	0.3051673603
442	0.3050904164
443	0.3050016648
444	0.3049214794
445	0.3048458018
446	0.3047810496
447	0.3046457992
448	0.3045691457
449	0.3045380022
450	0.3044717054
451	0.3044018897
452	0.3043129594
453	0.3042415865
454	0.3041803176
455	0.3041285759
456	0.3040583189
457	0.3039932521
458	0.3039353001
459	0.3038475973
460	0.3037717004
461	0.3037159109
462	0.3036580661
463	0.3036163878
464	0.3035601003
465	0.303493804
466	0.3034202274
467	0.3033407222
468	0.3032704697
469	0.3031686718
470	0.3030966169
471	0.3030381111
472	0.3029696344
473	0.3028889771
474	0.3028254388
475	0.3027735515
476	0.3027076189
477	0.3026439885
478	0.3025832771
479	0.302509588
480	0.3024582345
481	0.3024085667
482	0.3023330032
483	0.3022849805
484	0.3022169891
485	0.3021558624
486	0.3020987725
487	0.3020799323
488	0.302026676
489	0.3019356505
490	0.3018576316
491	0.3017836643
492	0.3017272951
493	0.3016664648
494	0.3015664187
495	0.3014940079
496	0.3014104546
497	0.3013506381
498	0.3012995213
499	0.3012370468
500	0.3011864747
501	0.3011372522
502	0.3010754944
503	0.3010098687
504	0.3009660073
505	0.3008616074
506	0.3007884935
507	0.3007039165
508	0.3006240011
509	0.3005104077
510	0.3004585039
511	0.3003689508
512	0.3002628513
513	0.3001687154
514	0.3001179328
515	0.3000555964
516	0.2999867569
517	0.2999194375
518	0.2998451252
519	0.2997399851
520	0.2996768095
521	0.2996016911
522	0.2995439355
523	0.2994865865
524	0.2994136773
525	0.2993334888
526	0.2992769978
527	0.2992333551
528	0.2991759997
529	0.2991099283
530	0.2990241836
531	0.2989805076
532	0.2989009195
533	0.2988215377
534	0.2987411987
535	0.2986943534
536	0.2986306179
537	0.29854561
538	0.2984941076
539	0.2984359216
540	0.2983945408
541	0.2983318353
542	0.2982798203
543	0.2982011993
544	0.298156179
545	0.2980207
546	0.2979637343
547	0.2979062853
548	0.2978361173
549	0.297773264
550	0.2976575544
551	0.2975979284
552	0.2975671659
553	0.2974904994
554	0.2974035995
555	0.2973453835
556	0.297275591
557	0.2972226432
558	0.2971498732
559	0.2970738977
560	0.2970244582
561	0.2969378511
562	0.2968876732
563	0.296803889
564	0.2967285187
565	0.2966565887
566	0.2966172981
567	0.2965475913
568	0.2965129023
569	0.2964380957
570	0.2963735226
571	0.2963066737
572	0.2962231791
573	0.2961499288
574	0.2961059294
575	0.2960544745
576	0.2959794971
577	0.2959217134
578	0.2958504669
579	0.2958027492
580	0.2957315354
581	0.2956704402
582	0.2956090204
583	0.2955750946
584	0.2955032752
585	0.2954424463
586	0.2953758173
587	0.295312609
588	0.2952374648
589	0.2951924613
590	0.2951362016
591	0.2950734011
592	0.2950126102
593	0.2949638593
594	0.2949007852
595	0.2948413442
596	0.2947964219
597	0.2947376761
598	0.2946880667
599	0.2946536268
600	0.2945922946
601	0.2945283842
602	0.2944794881
603	0.29442176
604	0.294378784
605	0.2943195625
606	0.2942589095
607	0.2942238359
608	0.2941577655
609	0.2940838751
610	0.2940181215
611	0.2939454031
612	0.2938923718
613	0.2938293255
614	0.2937570966
615	0.2937036864
616	0.2936189207
617	0.2935511944
618	0.2935004412
619	0.2934380007
620	0.2933825724
621	0.293298389
622	0.2932393716
623	0.2931778309
624	0.2930963162
625	0.293041155
626	0.2930158672
627	0.292916366
628	0.2928754187
629	0.292827345
630	0.29279371
631	0.292729587
632	0.2926598095
633	0.2926050575
634	0.2924804304
635	0.2923842318
636	0.292320395
637	0.2922577391
638	0.2921996547
639	0.2921562047
640	0.292092147
641	0.2920508589
642	0.2919920606
643	0.2919392153
644	0.2918775153
645	0.2917986204
646	0.2917452468
647	0.2917026202
648	0.2916580663
649	0.2915942474
650	0.2915060768
651	0.2914703201
652	0.2913910766
653	0.2912909603
654	0.2912267823
655	0.291178717
656	0.2911077495
657	0.2910120911
658	0.2909438739
659	0.2908850613
660	0.2908252246
661	0.2907757413
662	0.2906986708
663	0.2906320906
664	0.2905587002
665	0.2904913093
666	0.2904560076
667	0.2903968635
668	0.2903549448
669	0.2903145795
670	0.2902711267
671	0.2902190409
672	0.2901507644
673	0.290114654
674	0.2900711929
675	0.2900391204
676	0.2900078369
677	0.2899698327
678	0.2899269673
679	0.2898801689
680	0.2898237939
681	0.2897711052
682	0.2897404947
683	0.2896853384
684	0.2896216882
685	0.2895678485
686	0.2895318702
687	0.2894727355
688	0.2894175332
689	0.2893300708
690	0.2892810269
691	0.2892142971
692	0.2891510197
693	0.2890913692
694	0.2890236777
695	0.288995884
696	0.2889294822
697	0.2888754763
698	0.2888091168
699	0.2887789211
700	0.2887054111
701	0.2886690168
702	0.2885969016
703	0.2885451629
704	0.2884781546
705	0.2884258631
706	0.2883699778
707	0.2883200564
708	0.288260562
709	0.2881966388
710	0.2881520956
711	0.2880919732
712	0.2880402169
713	0.2879600189
714	0.287913078
715	0.2878472314
716	0.2877867653
717	0.2877360954
718	0.2876816562
719	0.2876516123
720	0.2875924971
721	0.2875310873
722	0.2874191276
723	0.287316529
724	0.2872530593
725	0.2871839578
726	0.2871025013
727	0.2870405918
728	0.2869866865
729	0.2869450876
730	0.2868966498
731	0.2868382426
732	0.2867989571
733	0.2867452676
734	0.286676574
735	0.2866258292
736	0.2865889309
737	0.2865204093
738	0.2864549287
739	0.2863937227
740	0.2863445985
741	0.2862836347
742	0.2862138339
743	0.2861564244
744	0.2860815136
745	0.2860315659
746	0.2859715193
747	0.2859276232
748	0.2858814452
749	0.2858272234
750	0.2857802229
751	0.2857342041
752	0.2856732064
753	0.2856342504
754	0.2856002795
755	0.2855454772
756	0.2855261437
757	0.2854615111
758	0.2853940547
759	0.2853254601
760	0.2852912877
761	0.2852437006
762	0.2851564327
763	0.2850908543
764	0.2850617264
765	0.2849753291
766	0.2849300583
767	0.2848723904
768	0.2848326234
769	0.2847785646
770	0.2847003597
771	0.2846413386
772	0.2845956035
773	0.2845482395
774	0.2844940365
775	0.2844614156
776	0.2843858931
777	0.2843255386
778	0.2842787067
779	0.2842382617
780	0.2841835126
781	0.2841175166
782	0.2840630969
783	0.2840108709
784	0.2839378977
785	0.2838868961
786	0.2838159365
787	0.2837846762
788	0.2837160912
789	0.2836540916
790	0.2836004421
791	0.2835591589
792	0.2835003214
793	0.2834446491
794	0.2833904653
795	0.2833501754
796	0.2833026539
797	0.2832208318
798	0.2831832056
799	0.2831773658
800	0.2831354863
801	0.2831077199
802	0.2830420524
803	0.2830094771
804	0.282951561
805	0.2828906138
806	0.2828389055
807	0.2827638842
808	0.2826976263
809	0.282641646
810	0.2825902857
811	0.2825496696
812	0.2824780174
813	0.2824419222
814	0.282395562
815	0.28234643
816	0.2822604777
817	0.2822019616
818	0.2821536068
819	0.282075764
820	0.2820230041
821	0.2819521128
822	0.2818799945
823	0.2818303158
824	0.2817812996
825	0.2817262627
826	0.2816508074
827	0.281606341
828	0.2815666717
829	0.2815316191
830	0.2814812754
831	0.2814077137
832	0.2813423381
833	0.2813005464
834	0.281263431
835	0.2812200373
836	0.2811685214
837	0.2811098092
838	0.281056061
839	0.2810118523
840	0.2809482676
841	0.2808537163
842	0.2807915698
843	0.28073719
844	0.2806862019
845	0.2806375245
846	0.2805937519
847	0.2805414784
848	0.2804848348
849	0.2804488061
850	0.2803936141
851	0.2803699682
852	0.2803214879
853	0.2802803174
854	0.2802127294
855	0.2801802056
856	0.2801385096
857	0.2800822933
858	0.2800185441
859	0.2799648191
860	0.2799042728
861	0.27986178
862	0.2798195533
863	0.2797540555
864	0.2797029127
865	0.2796381883
866	0.2795736688
867	0.2795248774
868	0.2794644787
869	0.2794170981
870	0.2793639319
871	0.2793138457
872	0.2792423929
873	0.2791926405
874	0.2791525692
875	0.2791260221
876	0.2790842191
877	0.2790237828
878	0.2789473134
879	0.2789050125
880	0.2788574707
881	0.2787942525
882	0.2787478204
883	0.2787111671
884	0.2786769378
885	0.2786165593
886	0.2785496986
887	0.2785349578
888	0.2784605357
889	0.2783840732
890	0.2783399729
891	0.2782235044
892	0.2781394455
893	0.2780896622
894	0.2780580428
895	0.2780044628
896	0.277963192
897	0.2779195602
898	0.2778570345
899	0.2777759836
900	0.2777357769
901	0.2776963093
902	0.2776701856
903	0.2776438433
904	0.2776036783
905	0.2775528371
906	0.2774983909
907	0.2774475978
908	0.2774078575
909	0.2773402259
910	0.2772507427
911	0.2771932844
912	0.2771557474
913	0.2770701577
914	0.277040022
915	0.2769801863
916	0.2769386546
917	0.276879837
918	0.2768468086
919	0.2768074946
920	0.2767755812
921	0.2767314062
922	0.276653331
923	0.2766164901
924	0.2765529223
925	0.2764970013
926	0.2764440528
927	0.2764050755
928	0.2763420455
929	0.2762949279
930	0.2762436883
931	0.2761998394
932	0.2761575104
933	0.276098083
934	0.2760523487
935	0.275993946
936	0.2759028341
937	0.2758479861
938	0.2758020119
939	0.2757387306
940	0.2756952773
941	0.2756464747
942	0.275595957
943	0.2755952573
944	0.2755496396
945	0.275472961
946	0.2754257642
947	0.2754001974
948	0.2753414269
949	0.275301068
950	0.2752445947
951	0.2751985538
952	0.2751441361
953	0.2750861633
954	0.2750419413
955	0.2749900523
956	0.2749583128
957	0.274925837
958	0.2748664522
959	0.2748359023
960	0.274782088
961	0.2747471302
962	0.2747135413
963	0.2746689987
964	0.274611069
965	0.2745623322
966	0.2745213578
967	0.2744728239
968	0.2744247043
969	0.274365369
970	0.2743238332
971	0.2742687236
972	0.2742148473
973	0.2741771223
974	0.2741486222
975	0.2741186535
976	0.2740863147
977	0.2740437969
978	0.2739869048
979	0.273940298
980	0.273872887
981	0.2738117506
982	0.2737719893
983	0.2737476312
984	0.2736872436
985	0.2736179936
986	0.2735721379
987	0.2735356054
988	0.2734981602
989	0.2734374749
990	0.2733526614
991	0.273294742
992	0.2732415766
993	0.2731835493
994	0.2731334006
995	0.2730818585
996	0.2730511622
997	0.2729791961
998	0.2729351793
999	0.2728756003
